;;;;;;Ассортимент;;;;;Ассортимент США;;;;;;Краткие описания;;;;;;ID_CISS;;;;;;;;;;ID_PRINTER_CISS;;;;;;;;;;;ID_PRINTER_RC;;;;;;;;;;ID_SVODNAY_CISS;;;;;;;;ID_CARTRIDGE;;;;;;;;ID_CARTRIDGE_SVODNAYA;;;;;;;;ID_INK_SET;;;;;;;;ID_INK_SEPARETED;;;;;;;;Фильтр поиска по модели;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Цены на официальном сайте;;;;;;;;;;;;Цены на пустые СНПЧ;;;;;;;;;;Цены на пустые ПЗК;;;;;;;;;;Цены на Чернила 100 мл;;;;Цены на принтеры;;;;;;;;;;Цена на оригиналы;;;;;;Наличие на складе Принтеров;;Наличие на складе СНПЧ;;Наличие на складе ПЗК;;Наличие на складе чернил;;;;;
17;126;17;12617;Epson WorkForce 323;;;;;;;1;0;0;1;1;;;;;;;;4469;;;;;;;;;;5290;;;;;;;;;;;5322;;;;;;;;;;;;;;;;;;4875;;;;;;;;;;;;;;;;;;;;;;;;4428;;;;;;;;Epson;WorkForce ;WorkForce 323;home;;office;;desktop;1;1;0;1;1;1;0;0;1;0;1;0;1;0;0;A4;4,3;2,2;4;100;1;1;5760x1440;6,8 кг;1;1;1;1;0;;photo;да;нет;нет;нет;нет;;;;;;"Windows ® 7, Windows Vista ®, Windows XP, Windows XP x64Mac OS ® 6 X, 10.4.11, 10.5.8 и 10.6.x ";;10 Вт;38 дБ;12;;;1200 x 2400 точек на дюйм;220 ~ 240V;0.6 Amp;79,99;;;;;;;T1241-T1244;T1251-T1254;;T1251-T1254 ;4;65,9;69,9;279,6;59,9;;;;;;;45,9;49,9;199,6;42,9;;;;;;;23,96;27,96;111,84;23,96;69,99;52,5;221,17;44,45;;;;;;;;;;;\#30\#\#10\#\#11\#\#13\#\#14\#\#140\#;;;;;;;;;;1;0.25;0.5;
18;126;18;12618;Epson WorkForce 320;;;;;;;1;0;0;1;1;;;;;;;;1032;;;;;;;;;;2103;;;;;;;;979;1062;;5323;;;;;;;;;;;;;;;;;;4876;;;;;;;;;;;;;;;;;;;;;;;;4429;;;;;;;;Epson;WorkForce;WorkForce 320;home;;office;;desktop;1;1;0;1;1;1;0;0;1;0;0;0;1;0;0;A4;31;15;3;100;1;1;5760x1440;6,8 кг;1;1;1;1;0;;photo;да;нет;нет;нет;нет;;;;;;Windows^ 7, Windows Vista^, Windows XP, Windows XP x64\n- Mac5 OS^ X, 10.4.11, 10.5.8 and 10.6.x ;459 x 541 x 302 мм ;10 Вт;38 дБ;12;;;1200 x 1200 DPI ;220 ~ 240V;0.6 Amp;79,99;;;;;;;T1241-T1244;T1251-T1254;;T1251-T1254 ;4;65,9;69,9;279,6;59,9;;;;;;;45,9;49,9;199,6;42,9;;;;;;;23,96;27,96;111,84;23,96;79,99;60,75;253,19;50,6;;;;;;;;;;;\#30\#\#10\#\#11\#\#13\#\#14\#\#140\#;;;;;;;;;;1;0.25;0.5;
19;127;19;12719;Epson WorkForce 840;;;;;;;1;0;0;1;1;;;;The World's Fastest All-in-One printer1, the WorkForce 840 delivers high-speed, automatic, two-sided color printing, copying, scanning and faxing. Keep your business running at full speed. Load paper less often with a 500-sheet paper capacity. Extra High-capacity Black ink cartridges produce about 2x more prints per cartridge1. Forget about waiting for ink to dry — this all-in-one printer uses instant-dry DURABrite® Ultra Ink. Built to perform, the WorkForce 840 can be shared wirelessly with multiple PCs on your network, using Easy Epson Wi-Fi CERTIFIED™ n1. And, it prints directly from an iPhone®, BlackBerry or other mobile devices1. The WorkForce 840 surpasses the competition in quality, speed and performance and is the top-of-the-line, high productivity all-in-one printer for the busy small office.;;;;1046;;;;;;;;;;2111;;;;;;;;986;1069;;5324;;;;;;;;;;;;;;;;;;4877;;;;;;;;;;;;;;;;;;;;;;;;4430;;;;;;;;Epson;WorkForce;WorkForce 840;office;;office;;desktop;1;1;1;1;1;1;1;1;1;1;1;0;1;0;0;A4;38;38;2;500;1;1;5760x1440;9,98 кг;1;1;1;1;0;;photo;да;нет;нет;нет;нет;;;;;;"Windows ® 7, Windows Vista ®, Windows XP x64, Windows XPMac OS ® X, 10.4.11, 10.5.8, 10.6.x ";"17,6 ""х 14,5"" х 11,8 """;16 Вт;38 дБ;12;;;1200 x 2400;220 ~ 240V;0.6 Amp;299,99;;;;;;;T1261-T1264;T1271-T1274;;T1261-T1264 ;4;65,9;69,9;279,6;59,9;;;;;;;45,9;49,9;199,6;42,9;;;;;;;23,96;27,96;111,84;23,96;299,99;227,84;949,56;189,77;7999;;;;;;;;;;\#30\#\#10\#\#11\#\#13\#\#14\#\#140\#;;;;;;;;;;1;0.25;0.5;
20;127;20;12720;Epson WorkForce 635;;;;;;;1;0;0;1;1;;;;"Take your productivity to new heights with the WorkForce 635, the all-in-one that brings you the world's fastest one- and two-sided print speeds in its class1, automatic, two-sided printing / copying, and a two-sided Automatic Document Feeder (ADF). Blazing through critical tasks at speeds of 15 ISO ppm (black) and 7.2 ISO ppm (color)<sup.1< sup="""">, the WorkForce 635 uses 127 Extra High-capacity Black ink, so you get 2x more prints per cartridge, which means less time spent replacing cartridges1.</sup.1<>";;;;1044;;;;;;;;;;2109;;;;;;;;984;1067;;5325;;;;;;;;;;;;;;;;;;4878;;;;;;;;;;;;;;;;;;;;;;;;4431;;;;;;;;Epson;WorkForce ;WorkForce 635;home;;office;;desktop;1;1;1;1;1;1;1;1;1;1;1;0;1;0;0;A4;38;38;2;250;1;1;5760x1440;7,26 кг;1;1;1;1;0;;photo;да;нет;нет;нет;нет;;;;;;Windows 7, Windows Vista, Windows XP, Windows XP x64\nMac OS X, 10.4.11, 10.5.8 and 10.6.x ;447 x 556.3 x 231.1 мм;16 Вт ;38 дБ;12;;;2400 x 2400 DPI;220 ~ 240V;0.6 Amp;199,99;;;;;;;T1261-T1264;T1271-T1274;;T1261-T1264 ;4;65,9;69,9;279,6;59,9;;;;;;;45,9;49,9;199,6;42,9;;;;;;;23,96;27,96;111,84;23,96;199,99;151,89;633,03;126,51;;;;;;;;;;;\#30\#\#10\#\#11\#\#13\#\#14\#\#140\#;;;;;;;;;;1;0.25;0.5;
21;127;21;12721;Epson WorkForce 633;;;;;;;1;0;0;1;1;;;;Take your productivity to new heights with the WorkForce 633, the all-in-one that brings you the world's fastest one- and two-sided print speeds in its class1, automatic, two-sided printing, and a 30-page Automatic Document Feeder (ADF). Blazing through critical tasks at speeds of 15 ISO ppm (black) and 7.2 ISO ppm (color)1, the WorkForce 633 uses 127 Extra High-capacity Black ink, so you get 2x more prints per cartridge, which means less time spent replacing cartridges1.;;;;4470;;;;;;;;;;5291;;;;;;;;;;;5326;;;;;;;;;;;;;;;;;;4879;;;;;;;;;;;;;;;;;;;;;;;;4432;;;;;;;;Epson;WorkForce;WorkForce 633;home;;office;;desktop;1;1;0;1;1;1;1;1;1;1;1;0;1;0;0;A4;38;38;2;250;1;1;5760x1440;7,26 кг;1;1;1;1;0;;photo;да;нет;нет;нет;нет;;;;;;Windows 7, Windows Vista, Windows XP, Windows XP x64\nMac OS X, 10.4.11, 10.5.8 and 10.6.x ;447 x 556.3 x 231.1 мм;16 Вт ;38 дБ;12;;;2400 x 2400 DPI;220 ~ 240V;0.6 Amp;149,95;;;;;;;T1261-T1264;T1271-T1274;;T1261-T1264 ;4;65,9;69,9;279,6;59,9;;;;;;;45,9;49,9;199,6;42,9;;;;;;;23,96;27,96;111,84;23,96;139,95;104,96;442,25;88,89;;;;;;;;;;;\#30\#\#10\#\#11\#\#13\#\#14\#\#140\#;;;;;;;;;;1;0.25;0.5;
22;127;22;12722;Epson WorkForce 630;;;;;;;1;0;0;1;1;;;;;;;;1042;;;;;;;;;;2107;;;;;;;;983;1066;;5327;;;;;;;;;;;;;;;;;;4880;;;;;;;;;;;;;;;;;;;;;;;;4433;;;;;;;;Epson;WorkForce ;WorkForce 630;home;;office;;desktop;1;1;0;1;1;1;1;1;1;1;1;0;1;0;0;A4;38;38;2;250;1;1;5760x1440;7,26 кг;1;1;1;1;0;;photo;да;нет;нет;нет;нет;;;;;;Windows^ 7, Windows Vista^, Windows XP, Windows XP x64\n- Mac OS^ X, 10.4.11, 10.5.8 and 10.6.x;447х556х321 мм;16 Вт;38 дБ;12;;;2400 x 2400 DPI;220 ~ 240V;0.6 Amp;149,99;;;;;;;T1261-T1264;T1271-T1274;;T1261-T1264 ;4;65,9;69,9;279,6;59,9;;;;;;;45,9;49,9;199,6;42,9;;;;;;;23,96;27,96;111,84;23,96;149,99;113,91;474,76;94,88;6999;1399;;;;;;;;;\#30\#\#10\#\#11\#\#13\#\#14\#\#140\#;;;;;;;;;;1;0.25;0.5;
23;128;23;12823;Epson Stylus SX425W;;0;0;1;1;;0;0;0;0;0;;;;;;;;961;;1614;958;4105;930;961;959;860;1312;725;725;759;759;759;3869;759;759;759;759;;;;765;;765;765;;;765;765;908;908;892;892;892;892;892;892;4881;;1178;1089;7634;4333;2689;1565;1067;1003;771;771;771;771;771;771;;;;;;;;;;;1464;;4125;;;;Epson;S/SX;SX425W;home;;office;;desktop;1;0;0;1;1;0;1;1;1;0;1;0;1;0;0;A4;35;15;3;120;1;1;5760x1440;6,2 кг;1;1;1;1;0;;photo;да;нет;нет;нет;нет;;;;;;Windows^ 7, Windows Vista^, Windows XP, Windows XP x64\n- Mac OS^ X, 10.4.11, 10.5.8 and 10.6.x;450 x 342 x 182 мм ;13 Вт;38 дБ;12;;;1200 x 2400 DPI;220 ~ 240V;50 ~ 60 Гц;;69,99;;;;;;T1281-T1284 ;T1291-T1294 ;;T1281-T1284 ;4;65,9;69,9;279,6;59,9;1499;299;510300;9999;1200;99;45,9;34,9;199,6;42,9;1396;359;360000;7499;200;26;23,96;27,96;111,84;23,96;79,99;59,99;254,99;50,59;4199;910;;18228;2030;204,8;;;;;;8;;1;;;;;;;1;0.25;0.5;
24;128;24;12824;Epson Stylus SX420W;;0;0;1;1;;0;0;0;0;0;;;;;;;;960;;1035;959;4300;931;962;960;860;1311;724;724;758;758;758;758;758;758;758;758;;;;764;;764;764;;;764;764;908;908;892;892;892;892;892;892;4882;;1179;1090;7654;4334;2690;1566;1067;1003;771;771;771;771;771;771;;;;;;;;;;;1465;;4126;;;;Epson;S/SX;SX420W;home;;office;;desktop;1;0;0;1;0;0;1;1;1;1;1;0;1;0;0;A4;35;15;3;120;1;1;5760x1440;3,18 кг;1;1;1;1;0;;photo;да;нет;нет;нет;нет;;;;;;Windows XP/Vista/7\nMac 10.4.11 +;450 x 342 x 182 мм;13 Вт;38 дБ;12;;;;220 ~ 240V;50 ~ 60 Гц;;79,99;;;;;sx430;T1281-T1284 ;T1291-T1294 ;;T1281-T1284 ;4;65,9;69,9;279,6;51,9;1499;299;510300;9999;1200;99;45,9;34,9;199,6;42,9;1396;359;360000;7499;200;26;23,96;27,96;111,84;23,96;89,99;69,99;299,99;59,99;4199;866;950 000;19800;2030;300;;;;;;8;;1;;;;;;;1;0.25;0.5;
25;128;25;12825;Epson Stylus SX125;;0;0;1;1;;0;0;0;0;0;;;;;;;;959;;1036;960;4102;932;963;961;860;1310;726;726;761;761;761;761;761;761;761;761;;;;767;;767;767;;;767;767;908;908;892;892;892;892;892;892;4883;;1180;1091;7631;4335;2691;1567;1067;1003;771;771;771;771;771;771;;;;;;;;;;;1466;;4127;;;;Epson;S/SX;SX125;home;;;;desktop;1;0;0;1;0;0;0;0;1;0;0;0;1;0;0;A4;28;15;4;100;1;1;5760x1440;3,9 кг;1;1;1;1;0;;photo;да;нет;нет;нет;нет;;;;;;Windows^ 7, Windows Vista^, Windows XP, Windows XP x64\n- Mac OS^ X, 10.4.11, 10.5.8 and 10.6.x;436 x 304 x 150 мм;;42 дБ;12;;;600 x 1200 DPI;220 ~ 240V;50 ~ 60 Гц;;49,98;;;;;;T1281-T1284 ;;;T1281-T1284 ;4;65,9;69,9;279,6;59,9;1499;299;510300;9999;1200;99;45,9;34,9;199,6;42,9;1396;359;360000;7499;200;26;23,96;27,96;111,84;23,96;41,99;31,99;134,99;26,99;2399;567;679 000;9555;687;173,8;;;;;;7;;1;;;;;;;1;0.25;0.5;
26;128;26;12826;Epson Stylus S22;;1;1;1;1;;0;0;0;0;0;;Wydruki na dowolnym papierze wygl?daj? doskonale i s? trwalsze dzi?ki atramentowi Epson DURABrite Ultra, kt?ry zapewnia odporno?? na dzia?anie wody, powstawanie smug, blakni?cie i dzia?anie zakre?lacza. Za pomoc? do??czonego oprogramowania mo?na usun?? efekt czerwonych oczu, dostosowa? kolory i kontrast.;L'imprimante personnelle qui produit des documents exceptionnels et des photos dignes d'un labo photo, quel que soit le type d'usage : le bureau, l'?cole ou l'universit?. Une imprimante intelligente sans frais masqu?s pour un r?sultat surprenant. Elle permet ?galement de faire des ?conomies gr?ce aux cartouches d’encre s?par?es, car vous ne remplacez que la couleur ?puis?e.;The home printer that produces outstanding documents and lab-quality photographs every time, whether printing documents for work, school or college. No-nonsense and no hidden costs - just great results. And by using individual ink cartridges you can save money, as you only replace the colour used.;;;;4471;;8061;961;4101;933;964;962;860;1309;723;723;760;760;760;760;760;760;760;760;;;;771;;766;766;;;766;766;908;908;892;892;892;892;892;892;4884;;1181;1092;7630;4336;2692;1568;1067;1003;771;771;771;771;771;771;;;;;;;;;;;1467;;4128;;;;Epson;S/SX;S22;home;;;;desktop;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;A4;26;14;4;80;0;1;5760x1440;2,4 кг;1;1;1;1;0;0;photo;да;нет;нет;нет;нет;;;;;;Windows XP/Vista/7\nMac 10.4.11 +;415 x 227 x 135 мм ;10.1 Вт;42 дБ;12;;;;220 ~ 240V;50 ~ 60 Гц;;49,99;;;;;;T1281-T1284 ;;;T1281-T1284 ;4;65,9;69,9;279,6;51,9;1499;299;510300;9999;1200;99;29,9;34,9;139,6;29,9;1396;359;360000;7499;200;26;23,96;27,96;111,84;23,96;60,6;45,75;229,95;37,27;2159;510;500 000;9500;1170;208;;;;;;5;;1;;;;;;;1;0.25;0.5;
27;128;27;12827;Epson Stylus Office BX305FW;;1;1;1;1;;0;0;0;0;0;;Urz?dzenie 4-w-1 poziomu podstawowego, kt?re charakteryzuje si? przyst?pn? cen? i wszechstronno?ci?, dzi?ki czemu doskonale nadaje si? dla ma?ych firm, w kt?rych istnieje potrzeba skanowania, drukowania, kopiowania i faksowania dokument?w, przy jednoczesnym utrzymaniu koszt?w na minimalnym poziomie.;Polyvalent et ?conomique, ce multifonction 4 en 1 entr?e de gamme est id?al pour les petites entreprises devant imprimer, num?riser, copier et faxer au plus faible co?t.;Savings: Individual DURABrite Ultra Ink cartridges save you money as you only replace the colours used. Flexible: The BX305FW Plus offers both flexibility and freedom with secure wireless printing and an integrated memory card reader accessed via a PC. Epson iPrint allows users to quickly and easily print documents wirelessly from smartphones and tablet PCs*1 Efficient: Boost productivity by printing up to 34 pages per minute in draft mode*2 and save time with a 30-page automatic document feeder allowing multi-page documents to be scanned and copied. Five dedicated speed dial fax buttons allow users to store frequently used numbers, while an LCD screen means fast and easy copying and faxing.;Lassen Sie Kabel hinter sich und holen Sie sich dieses komfortable Business-Multifunktionsger?t mit High-Speed-Wi-Fi-Funktion*2 in Ihr B?ro. Perfekt zum Scannen, Kopieren und Faxen gro?er Berichte und Pr?sentationen, macht der automatische Papiereinzug das Verarbeiten mehrseitiger Dokumente zum Kinderspiel.;;Este equipo multifunci?n de gama b?sica ofrece tanto un precio asequible como flexibilidad, resultando ideal para peque?as empresas que necesitan escanear, imprimir, copiar y enviar faxes a unos costes m?nimos.;4472;;1094;962;4111;934;965;963;;914;728;728;18488;917;917;2422;917;917;;;;;;1329;;;769;;;;769;770;770;914;914;;;914;914;4885;;1182;1093;7639;4337;2693;1569;1068;1003;938;771;771;771;771;771;;;;;;;;;;;1468;;4129;;;;Epson;B/BX;BX305FW;office;;office;;desktop;1;1;0;1;1;0;0;0;1;1;1;0;1;0;0;A4;34;15;4;120;1;1;5760x1440;7,1 кг;1;1;1;1;0;1;photo;да;нет;нет;нет;нет;;;;;;Windows XP, Windows XP x64, Windows Vista, Windows 7, Mac OS 10.3+;460 x 411 x 235 мм ;14 Вт;38 дБ;12;;;1200 x 2400 DPI;220 ~ 240V;50 ~ 60 Гц;;99,99;;;;;;T1281-T1284 ;T1291-T1294 ;;T1281-T1284 ;4;65,9;69,9;279,6;51,9;1499;299;510300;9999;1200;99;45,9;49,9;199,6;42,9;1396;359;360000;7499;200;26;23,96;27,96;111,84;23,96;115,97;94,95;392,92;71,99;;;;;;;;;;;;11;;1;;;;;;;1;0.25;0.5;
28;128;28;12828;Epson Stylus Office BX305F;;1;1;1;1;;0;0;0;0;0;;;Impression, num?risation, copie et t?l?copie avec cinq boutons de num?rotation rapide vous permettant d'acc?der facilement aux contacts les plus utilis?s. Le chargeur automatique de documents d'une capacit? de 30 feuilles permet en outre de photocopier, de num?riser et de faxer plus rapidement et plus facilement.;Print, scan, copy and fax with the added benefit of 5 convenient speed dial buttons, giving you easy access to regular contacts. And with the 30 page Automatic Document Feeder, both copying and faxing becomes faster and easier.;;;;962;;1039;963;4301;935;966;964;870;1217;727;727;762;762;762;762;762;762;762;762;;;;1330;;;;;;768;768;770;770;914;914;914;;914;914;4886;;1183;1094;7655;4338;2694;1570;1068;1003;938;771;771;771;771;771;;;;;;;;;;;1469;;4130;;;;Epson;B/BX;BX305F;office;;office;;desktop;1;1;0;1;1;0;0;0;1;0;0;0;1;0;0;A4;34;15;4;120;1;1;5760x1440;7,1 кг;1;1;1;1;0;1;photo;да;нет;нет;нет;нет;;;;;;Windows XP/Vista/7\nMac 10.4.11 +;460 x 411 x 235 мм ;;38 дБ;12;;;1200 x 2400 dpi;220 ~ 240V;50 ~ 60 Гц;;89,99;;;;;;T1281-T1284 ;T1291-T1294 ;;T1281-T1284 ;4;65,9;69,9;279,6;51,9;1499;299;510300;9999;1200;99;45,9;34,9;199,6;42,9;;;;;;;23,96;27,96;111,84;23,96;89,98;65,11;264,94;52,18;4870;978;;18816;1437;216;;;;;;11;;1;;;;;;;1;0.25;0.5;
29;128;29;12829;Epson Stylus SX435W;;1;1;1;1;;0;0;0;0;0;;Model z nowej serii firmy Epson ma?ych urz?dze? wielofunkcyjnych, drukarka SX435W, oferuje oszcz?dne drukowanie, skanowanie i kopiowanie u?ytkownikom domowym, kt?rzy chc? korzysta? ze swobody, jak? daje ??czno?? Wi-Fi oraz drukowanie bez komputera.;;Part of Epson's new Small-in-One range, the Epson Stylus SX435W offers cost-effective printing, scanning and copying for home users who are looking for the flexibility of Wi-Fi connectivity and PC-free printing.;;;Perteneciente a la nueva gama de equipos multifunci?n compactos de Epson, el Stylus SX435W ofrece alto rendimiento en funciones de impresi?n, escaneado y copia para usuarios que buscan la comodidad de la conexi?n Wi-Fi y sin necesidad de ordenador.;4473;;1631;1039;4302;1038;967;965;;;4455;;961;1319;7004;2284;2435;1982;996;1007;;;;1391;;;;;;;;;;;;;;;;4887;;1260;1177;7656;4412;2695;1620;;;;;;;;;;;;;;;;;;;1546;;;;;;Epson;S/SX;SX435W;home;;office;;desktop;1;0;0;1;0;0;1;1;1;0;1;0;1;0;0;A4;33;15;3;100;1;1;5760x1440;4,1 кг;1;1;1;1;0;1;photo;да;нет;нет;нет;нет;;;;;;Windows XP/XP-x64/Vista, Win 7, Mac OS 10.4.11 +;390 x 300 x 145 мм ;15 Вт;38 дБ ;12;;;1200 x 2400 DPI ;220 ~ 240V;50 ~ 60 Гц;;;49,99;;;;;T1281-T1284 ;T1291-T1294 ;;T1281-T1284 ;4;65,9;69,9;279,6;51,9;;;;;;;45,9;34,9;199,6;42,9;1396;359;360000;7499;200;26;23,96;27,96;111,84;23,96;87,99;64,99;262,55;55,25;;;;;;;;;;;;8;;1;;;;;;;1;0.25;0.5;
30;128;30;12830;Epson Stylus SX430W;;1;1;1;1;;0;0;0;0;0;;Model z nowej serii firmy Epson ma?ych urz?dze? wielofunkcyjnych, drukarka SX430W, oferuje oszcz?dne drukowanie, skanowanie i kopiowanie u?ytkownikom domowym, kt?rzy chc? korzysta? ze swobody ??czno?ci Wi-Fi oraz drukowania bez komputera.;L'Epson Stylus SX430W fait partie de la nouvelle gamme des Small-in-One d'Epson. Profitez de fonctions d'impression, de num?risation et de copie flexibles et ?conomiques gr?ce ? l'interface Wi-Fi et la possibilit? d'imprimer sans passer par l'ordinateur.;;;;;4474;;1615;964;4303;936;968;966;;1365;4456;;962;1296;4234;2283;2434;1979;992;1006;;;;1331;;;;;;;;;;;;;;;;4888;;1184;1095;7657;4339;2696;1571;;;;;;;;;;;;;;;;;;;1470;;;;;;Epson;S/SX;SX430W;home;;office;;desktop;1;0;0;1;0;0;1;1;1;0;1;0;1;0;0;A4;32;15;3;100;1;1;5760x1440;4,1 кг;1;1;1;1;0;1;photo;да;нет;нет;нет;нет;;;;;;Windows XP/Vista/7\nMac OS 10.4.11+;390 x 300 x 145 мм ;15 Вт;39 дБ ;12;;;1200 x 2400 DPI;220 ~ 240V;50 ~ 60 Гц;;89,75;;;;; Epson Expression Home XP-202;T1281-T1284 ;T1291-T1294 ;;T1281-T1284 ;4;65,9;69,9;279,6;51,9;1499;299;510300;9999;1200;99;45,9;34,9;199,6;42,9;1396;359;360000;7499;200;26;23,96;27,96;111,84;23,96;94,72;83,99;322,99;59,99;3850;900;1 100 000;;;;;;;;;8;;1;;;;;;;1;0.25;0.5;
31;128;31;12831;Epson Stylus SX235W;;1;1;1;1;;0;0;0;0;0;;Przeznaczone dla u?ytkownik?w kupuj?cych pierwsz? drukark? Wi-Fi, Epson Stylus SX235W to niewielkie urz?dzenie o du?ych mo?liwo?ciach i przyst?pnej cenie.;Sp?cialement con?u pour les utilisateurs novices de l'impression en Wi-Fi, l'Epson Stylus SX235W est ultra-compact et d'un excellent rapport qualit?-prix.;Designed specifically for users who will be purchasing a Wi-Fi printer for the first time, the Epson Stylus SX235W is an ultra-compact package that combines value for money with great flexibility. ;Der ultra-kompakte Epson Stylus SX235W eignet sich insbesondere f?r Nutzer, die zum ersten Mal einen Wi-Fi-Drucker kaufen, denn er kombiniert einen g?nstigen Preis mit hoher Flexibilit?t.;;Dise?ado espec?ficamente para aquellos usuarios que adquieran una impresora con Wi-Fi por primera vez, Epson Stylus SX235W es ultracompacto y combina rentabilidad con una gran flexibilidad.;4475;;1632;1040;4304;1039;969;967;;;4457;;963;1320;4235;2204;2433;1983;993;1005;;;;1392;;;;;;;;;;;;;;;;4889;;1261;1178;7658;4413;2697;1621;;;;;;;;;;;;;;;;;;;1547;;;;;;Epson;S/SX;SX235W;home;;;;desktop;1;0;0;1;0;0;0;0;1;1;1;0;1;0;0;A4;30;15;3;100;1;1;5760x1440;4,1 кг;1;1;1;1;0;0;photo;да;нет;нет;нет;нет;;;;;;Windows XP/XP-x64/Vista, Win 7, Mac OS 10.4.11 +;390 x 300 x 145 мм ;13 Вт;39 дБ ;12;;;1200 x 2400 DPI;220 ~ 240V;50 ~ 60 Гц;;;39,99;;;;;T1281-T1284 ;T1291-T1294 ;;T1281-T1284 ;4;65,9;69,9;279,6;51,9;;;;;;;45,9;34,9;199,6;42,9;1396;359;360000;7499;200;26;23,96;27,96;111,84;23,96;69,99;65,95;232,92;45,99;3349;778;;;;;;;;;;7;;1;;;;;;;1;0.25;0.5;
33;128;33;12833;Epson Stylus Office SX445;;1;1;1;1;;0;0;0;0;0;;;;;;;;4477;;1633;1041;4106;1040;970;968;;;932;925;921;921;921;917;921;921;909;965;;;;1393;;;;;;;;;;;;;;;;4891;;1262;1179;7635;4414;2698;1622;;;;;;;;;;;;;;;;;;;1548;;;;;;Epson;S/SX;SX445;office;;office;;desktop;1;0;0;1;0;0;1;1;1;0;1;0;1;1;0;A4;33;15;3;100;1;1;5760x1440;4,2 кг;;;;;;1;;;;;;;;;;;;;;;;12;;;;220 ~ 240V;50 ~ 60 Гц;;;59,99;;;;;T1281-T1284 ;T1291-T1294 ;;T1281-T1284 ;4;65,9;69,9;279,6;51,9;;;;;;;45,9;34,9;199,6;42,9;1396;359;360000;7499;200;26;23,96;27,96;111,84;23,96;115,93;88,99;341,91;69,99;;;;;;;;;;;;8;;1;;;;;;;1;0.25;0.5;
34;128;34;12834;Epson Stylus Office SX440W;;1;1;1;1;;0;0;0;0;0;;Model z nowej serii firmy Epson ma?ych urz?dze? wielofunkcyjnych, drukarka SX440W, oferuje oszcz?dne drukowanie, skanowanie i kopiowanie z elastyczno?ci? ??czno?ci Wi-Fi, drukowaniem bez komputera oraz technologi? panelu dotykowego do inteligentnej nawigacji.;Faisant partie de la gamme de multifonctions ultra-compacts d'Epson, le Stylus SX440W permet des impressions, num?risations et copies ?conomiques tout en offrant la souplesse d'une connectivit? Wi-Fi, de l'impression sans passer par l'ordinateur et de la technologie de navigation tactile.;;;;;4478;;1616;965;4305;937;971;969;;;933;924;920;920;920;2199;920;920;908;966;;;;1332;;;;;;;;;;;;;;;;4892;;1185;1096;7659;4340;2699;1572;;;;;;;;;;;;;;;;;;;1471;;;;;;Epson;S/SX;SX440W;office;;office;;desktop;1;0;0;1;0;0;1;1;1;0;1;0;1;1;0;A4;33;15;3;100;1;1;5760x1440;4,2 кг;;;;;;1;;;;;;;;;;;;;;;;12;;;;220 ~ 240V;50 ~ 60 Гц;;119,99;;;;;;T1281-T1284 ;T1291-T1294 ;;T1281-T1284 ;4;65,9;69,9;279,6;51,9;;;;;;;45,9;34,9;199,6;42,9;1396;359;360000;7499;200;26;23,96;27,96;111,84;23,96;115,93;87,99;295,95;73,95;;;;;;;;;;;;8;;1;;;;;;;1;0.25;0.5;
